id,Covariate,lq,me,mean,uq,n,sd,se,inv_se,sex,strategy
1089,mean_speed_wood,20.54961179,21.3330652,21.3237961,22.06606306,1000,0.40606159,0.012840795,6064.795729,M,Allocentric
1089,sl_,-0.036292141,-0.027862931,-0.028063132,-0.021112642,1000,0.003848819,0.00012171,67506414.59,M,Allocentric
1091,cos_ta_,-0.61075741,-0.550602799,-0.549625029,-0.49035729,1000,0.031279935,0.000989158,1022040.986,M,Allocentric
1091,dist_feedr,-0.014097182,-0.012186034,-0.012182426,-0.010222451,1000,0.001000708,3.16E-05,998585501.5,M,Allocentric
1091,habitat_end,-0.368128034,-0.253707937,-0.253008946,-0.146552525,1000,0.057430127,0.0018161,303193.8872,M,Allocentric
1091,habitat_log_sl_,-0.055398543,0.003216252,0.004345967,0.071478061,1000,0.03248873,0.001027384,947402.5034,M,Allocentric
1091,habitat_start_cos_ta,-0.508831619,-0.452455676,-0.453609178,-0.402632771,1000,0.026657476,0.000842983,1407219.795,M,Allocentric
1091,habitat_start_sl_,0.001089853,0.004516706,0.004460095,0.00734605,1000,0.001580104,5.00E-05,400524323.5,M,Allocentric
1091,log_RSS_wood2other,-0.368128034,-0.253707937,-0.253008946,-0.146552525,1000,0.057430127,0.0018161,303193.8872,M,Allocentric
1091,log_sl_,0.083181989,0.180408366,0.182854056,0.294503699,1000,0.052031866,0.001645392,369369.6356,M,Allocentric
1091,mean_speed_other,27.01938776,27.91267255,27.89725841,28.77751147,1000,0.453492956,0.014340706,4862.492091,M,Allocentric
1091,mean_speed_wood,21.35811236,22.28015309,22.26080895,23.15155856,1000,0.458306973,0.014492939,4760.878197,M,Allocentric
1091,sl_,-0.024214232,-0.017471695,-0.017659797,-0.012214488,1000,0.003065972,9.70E-05,106380910,M,Allocentric
1096,cos_ta_,-0.59002795,-0.504592953,-0.505249691,-0.421493854,1000,0.04225829,0.001336324,559984.7001,M,Egocentric
1096,dist_feedr,-0.012341485,-0.009734601,-0.009744525,-0.007210602,1000,0.001340539,4.24E-05,556468978.9,M,Egocentric
1096,habitat_end,-0.617312371,-0.459688233,-0.463393368,-0.312086678,1000,0.078388232,0.002478854,162741.479,M,Egocentric
1096,habitat_log_sl_,-0.291445878,-0.188560768,-0.188169173,-0.083696827,1000,0.053105275,0.001679336,354588.5292,M,Egocentric
1096,habitat_start_cos_ta,-0.527552814,-0.450835083,-0.451531286,-0.375417595,1000,0.039069738,0.001235494,655117.1864,M,Egocentric
1096,habitat_start_sl_,0.008763688,0.014025134,0.01405306,0.018778751,1000,0.00248932,7.87E-05,161375840,M,Egocentric
1096,log_RSS_wood2other,-0.617312371,-0.459688233,-0.463393368,-0.312086678,1000,0.078388232,0.002478854,162741.479,M,Egocentric
1096,log_sl_,0.20796148,0.361402211,0.36595384,0.54536618,1000,0.085901751,0.002716452,135517.6841,M,Egocentric
1096,mean_speed_other,26.74970996,28.0077063,28.01633253,29.39876878,1000,0.669169533,0.021160999,2233.200319,M,Egocentric
1096,mean_speed_wood,21.36523087,22.22887896,22.23415097,23.1015813,1000,0.461063214,0.014580099,4704.127156,M,Egocentric
1096,sl_,-0.035824669,-0.025829761,-0.026050985,-0.017375176,1000,0.004745953,0.00015008,44396941.4,M,Egocentric
1102,cos_ta_,-0.728350164,-0.63630715,-0.635854532,-0.54866956,1000,0.044776548,0.001415959,498768.2217,M,Egocentric
1102,dist_feedr,-0.015816562,-0.01120517,-0.011197904,-0.006870936,1000,0.002243898,7.10E-05,198606587.6,M,Egocentric
